joint_id,zone,assembly,order,asm_step,part_a,part_b,hardware,interface,fastening_retention,dependency,instruction,tool,torque_threadlock,confidence,asm_check,disposition,evidence
J-FRT-010,ZF front,front,9.299999999999999,ASM-09,52 mm front shock,Suspension Block_10,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,52 mm shock eye to right upper M3 mount DOCUMENTED; eye bushing width/hole Ø and spacer stack ASSUMPTION,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,J-FRT-003,Fit the right upper shock eye with no side preload; choose a BOM M3 bolt only after the eye and boss stack are measured.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-09/56: record right upper eye Ø/width, bolt length and free articulation.",HOLD,
J-FRT-011,ZF front,front,9.309999999999999,ASM-09,52 mm front shock,Arm4,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,52 mm shock eye to right lower M3 mount DOCUMENTED; eye bushing width/hole Ø and spacer stack ASSUMPTION,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,J-FRT-007,Fit the right lower shock eye with no side preload; choose a BOM M3 bolt only after the eye and boss stack are measured.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-09/56: record right lower eye Ø/width, bolt length and free articulation.",HOLD,
J-FRT-012,ZF front,front,9.52,ASM-09,8×12×3.5 bearing,front rotating hub,specified BOM bearing / press-fit part; no added fastener,8 mm ID ×12 mm OD ×3.5 mm bearing DOCUMENTED; hub seat Ø12 requires D-22 physical confirm,square press fit against the correct race/shoulder,Wheel hub deburred and clean,"Press the left outer bearing squarely into the rotating front hub, supporting the outer race.",arbor press or smooth-jaw vice + square drift; calipers,No screw torque or threadlock. Press on the race supported by the receiving feature.,DOCUMENTED,ASM-09/D-22: caliper seat and verify left outer bearing is fully shoulder-seated.,HOLD,
J-FRT-013,ZF front,front,9.530000000000001,ASM-09,8×12×3.5 bearing,front rotating hub,specified BOM bearing / press-fit part; no added fastener,8 mm ID ×12 mm OD ×3.5 mm bearing DOCUMENTED; hub seat Ø12 requires D-22 physical confirm,square press fit against the correct race/shoulder,Wheel hub deburred and clean,"Press the left inner bearing squarely into the rotating front hub, supporting the outer race.",arbor press or smooth-jaw vice + square drift; calipers,No screw torque or threadlock. Press on the race supported by the receiving feature.,DOCUMENTED,ASM-09/D-22: caliper seat and verify left inner bearing is fully shoulder-seated.,HOLD,
J-FRT-014,ZF front,front,9.540000000000001,ASM-09,8×12×3.5 bearing,front rotating hub,specified BOM bearing / press-fit part; no added fastener,8 mm ID ×12 mm OD ×3.5 mm bearing DOCUMENTED; hub seat Ø12 requires D-22 physical confirm,square press fit against the correct race/shoulder,Wheel hub deburred and clean,"Press the right outer bearing squarely into the rotating front hub, supporting the outer race.",arbor press or smooth-jaw vice + square drift; calipers,No screw torque or threadlock. Press on the race supported by the receiving feature.,DOCUMENTED,ASM-09/D-22: caliper seat and verify right outer bearing is fully shoulder-seated.,HOLD,
J-FRT-015,ZF front,front,9.55,ASM-09,8×12×3.5 bearing,front rotating hub,specified BOM bearing / press-fit part; no added fastener,8 mm ID ×12 mm OD ×3.5 mm bearing DOCUMENTED; hub seat Ø12 requires D-22 physical confirm,square press fit against the correct race/shoulder,Wheel hub deburred and clean,"Press the right inner bearing squarely into the rotating front hub, supporting the outer race.",arbor press or smooth-jaw vice + square drift; calipers,No screw torque or threadlock. Press on the race supported by the receiving feature.,DOCUMENTED,ASM-09/D-22: caliper seat and verify right inner bearing is fully shoulder-seated.,HOLD,
J-FRT-016,ZF front,front,9.76,ASM-09,front rotating hub,front upright L,M4 bolt / M4 threaded element from listed steering or belt-drive hardware; exact form noted in interface,Left rotating-hub spindle/retention thread is mesh-present but unmeasured; bearing ID is Ø8 DOCUMENTED,threaded retention; nut/axle internal thread only if physically present,Both left bearings seated,Insert the rotating hub through the left upright/bearing stack and hand-check axial play before any locking nut.,matching hex driver/spanner; calipers,Do not force printed threads. Low-strength threadlock only metal–metal after free-motion check.,ASSUMPTION,ASM-09: record spindle Ø/thread and any washer/spacer stack.,READY,
J-FRT-017,ZF front,front,9.77,ASM-09,front rotating hub,front upright R,M4 bolt / M4 threaded element from listed steering or belt-drive hardware; exact form noted in interface,Right rotating-hub spindle/retention thread is mesh-present but unmeasured; bearing ID is Ø8 DOCUMENTED,threaded retention; nut/axle internal thread only if physically present,Both right bearings seated,Insert the rotating hub through the right upright/bearing stack and hand-check axial play before any locking nut.,matching hex driver/spanner; calipers,Do not force printed threads. Low-strength threadlock only metal–metal after free-motion check.,ASSUMPTION,ASM-09: record spindle Ø/thread and any washer/spacer stack.,READY,
J-FRT-018,ZF front,front,9.86,ASM-09,front F104 rim,front rotating hub,no added BOM fastener; printed clip/pocket/strap feature only,Printed rim-to-hub keyed interface exists [VERIFIED silhouette]; exact locking feature/quantity ASSUMPTION,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",J-FRT-016,Seat the left front rim fully on the rotating hub without forcing the bead seat.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,ASM-09: mark orientation and verify zero rocking before retention.,READY,
J-FRT-019,ZF front,front,9.87,ASM-09,front F104 rim,front rotating hub,no added BOM fastener; printed clip/pocket/strap feature only,Printed rim-to-hub keyed interface exists [VERIFIED silhouette]; exact locking feature/quantity ASSUMPTION,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",J-FRT-017,Seat the right front rim fully on the rotating hub without forcing the bead seat.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,ASM-09: mark orientation and verify zero rocking before retention.,READY,
J-FRT-020,ZF front,front,9.96,ASM-09,front locking nut,front rotating hub,M4 bolt / M4 threaded element from listed steering or belt-drive hardware; exact form noted in interface,Printed locking-nut thread exists; diameter/pitch and mating spindle thread unmeasured [ASSUMPTION],threaded retention; nut/axle internal thread only if physically present,J-FRT-018,Start the left printed locknut by hand only and stop at first resistance; retain only after free wheel rotation is proven.,matching hex driver/spanner; calipers,Do not force printed threads. Low-strength threadlock only metal–metal after free-motion check.,ASSUMPTION,ASM-09: identify thread and record hand-tight position; no threadlock in plastic.,READY,
J-FRT-021,ZF front,front,9.97,ASM-09,front locking nut,front rotating hub,M4 bolt / M4 threaded element from listed steering or belt-drive hardware; exact form noted in interface,Printed locking-nut thread exists; diameter/pitch and mating spindle thread unmeasured [ASSUMPTION],threaded retention; nut/axle internal thread only if physically present,J-FRT-019,Start the right printed locknut by hand only and stop at first resistance; retain only after free wheel rotation is proven.,matching hex driver/spanner; calipers,Do not force printed threads. Low-strength threadlock only metal–metal after free-motion check.,ASSUMPTION,ASM-09: identify thread and record hand-tight position; no threadlock in plastic.,READY,
J-REA-001,ZR rear,rear,10.01,ASM-10,rear axle carrier L,2023 rear floor,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Left carrier-to-floor M3 topology DOCUMENTED; selected original-vs-Rev-1 stack unresolved,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,Gate A stack selection,Dry-place the left carrier on its floor seats; start all M3 screws but do not final-tighten until both bearings share one shaft axis.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-10/51: identify selected carrier path, hole Ø/count, bolt lengths and retention.",HOLD,
J-REA-002,ZR rear,rear,10.02,ASM-10,rear axle carrier R,2023 rear floor,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Right carrier-to-floor M3 topology DOCUMENTED; selected original-vs-Rev-1 stack unresolved,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,Gate A stack selection,Dry-place the right carrier on its floor seats; start all M3 screws but do not final-tighten until both bearings share one shaft axis.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-10/51: identify selected carrier path, hole Ø/count, bolt lengths and retention.",HOLD,
J-FRT-022,ZF front,front,10.06,ASM-09,Tamiya F104 front tyre,front F104 rim,hardware not selected / still in transit; no substitute authorized,Tamiya F104 tyre/rim bead DOCUMENTED; actual bead fit and bond gap unmeasured,DEFER — retention cannot be chosen before the named real part is measured,Tyres physically present and one wheel coupon accepted,"DEFER left tyre installation; dry-seat first, then use only the BOM-v2 tyre-bond system after bead fit passes.",calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,ASM-09/56: record bead fit/runout and selected documented tyre adhesive.,DEFER,
J-FRT-023,ZF front,front,10.07,ASM-09,Tamiya F104 front tyre,front F104 rim,hardware not selected / still in transit; no substitute authorized,Tamiya F104 tyre/rim bead DOCUMENTED; actual bead fit and bond gap unmeasured,DEFER — retention cannot be chosen before the named real part is measured,Tyres physically present and one wheel coupon accepted,"DEFER right tyre installation; dry-seat first, then use only the BOM-v2 tyre-bond system after bead fit passes.",calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,ASM-09/56: record bead fit/runout and selected documented tyre adhesive.,DEFER,
J-REA-025,ZR rear,rear,10.25,ASM-10,rear spring mount / rocker,2023 rear floor,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Original/Rev-1 rear spring-mount M3 topology DOCUMENTED; selected stack unresolved,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,Gate A selection,Dry-fit only the selected spring mount to the floor/rear stack; start all screws and leave loose for rocker alignment.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-10: identify selected STL, hole Ø/count, bolt lengths and nut/insert retention.",HOLD,
J-REA-026,ZR rear,rear,10.26,ASM-10,spring block,rear spring mount / rocker,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Spring-block-to-mount topology DOCUMENTED; pivot/fastener stack unmeasured,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,J-REA-025,Assemble the spring block/rocker dry with the selected M3 stack; preserve free articulation.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-10: record pivot Ø, spacer stack, retention and free travel.",HOLD,
J-REA-029,ZR rear,rear,10.29,ASM-10,preferred 2021 DRS rear wing,rear spring mount / rocker,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Preferred 2021 wing-to-original rear-stack topology DOCUMENTED; hole/count/stack still Gate A/B,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,Selected stack and wing accepted together,Dry-offer wing to the spring-mount/backplate interface; start M3s only when all holes register without bending the wing.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-10: record wing holes, exact BOM bolt lengths and nut/insert retention.",HOLD,
J-REA-027,ZR rear,rear,11.01,ASM-11,68 mm rear shock,spring block,hardware not selected / still in transit; no substitute authorized,68 mm eye-to-eye DOCUMENTED; eye Ø/width/bushing and lower mount ASSUMPTION,DEFER — retention cannot be chosen before the named real part is measured,Rear 68 mm shock arrival + J-REA-025/026,DEFER lower shock eye connection until the real shock is measured; do not shim or drill the selected rocker.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,ASM-11: caliper eye/bushing and record BOM M3 bolt/spacer stack through full travel.,DEFER,
J-REA-028,ZR rear,rear,11.02,ASM-11,68 mm rear shock,2023 rear floor,hardware not selected / still in transit; no substitute authorized,68 mm upper-eye station DOCUMENTED topology; exact receiver and M3 stack ASSUMPTION,DEFER — retention cannot be chosen before the named real part is measured,Rear 68 mm shock arrival + J-REA-027,DEFER upper eye; install only after the selected stack seats the lower eye without side load.,calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,"ASM-11: record upper boss/hole Ø, bolt length, spacer stack and articulation.",DEFER,
J-REA-003,ZR rear,rear,12.01,ASM-12,12×21×5 rear bearing,rear axle carrier L,specified BOM bearing / press-fit part; no added fastener,Rear bearing 12×21×5 DOCUMENTED; Ø21 carrier seat is path-dependent and unverified,square press fit against the correct race/shoulder,J-REA-001 dry located,"Press the left rear bearing squarely into the selected carrier/motor cover, supporting the outer race.",arbor press or smooth-jaw vice + square drift; calipers,No screw torque or threadlock. Press on the race supported by the receiving feature.,DOCUMENTED,"ASM-12/51: caliper Ø21 seat, confirm shoulder depth and retention against axle walk.",HOLD,
J-REA-004,ZR rear,rear,12.02,ASM-12,12×21×5 rear bearing,rear axle carrier R,specified BOM bearing / press-fit part; no added fastener,Rear bearing 12×21×5 DOCUMENTED; Ø21 carrier seat is path-dependent and unverified,square press fit against the correct race/shoulder,J-REA-002 dry located,"Press the right rear bearing squarely into the selected carrier/motor cover, supporting the outer race.",arbor press or smooth-jaw vice + square drift; calipers,No screw torque or threadlock. Press on the race supported by the receiving feature.,DOCUMENTED,"ASM-12/51: caliper Ø21 seat, confirm shoulder depth and retention against axle walk.",HOLD,
J-REA-005,ZR rear,rear,12.05,ASM-12,belt-set output shaft,12×21×5 rear bearing,specified BOM bearing / press-fit part; no added fastener,Output shaft Ø/shoulders TBD; bearing ID Ø12 DOCUMENTED,square press fit against the correct race/shoulder,J-REA-003/004 seated and coaxial,Pass the output shaft through both bearings without using the thread/end as a drift; hand-rotate before adding spacers.,arbor press or smooth-jaw vice + square drift; calipers,No screw torque or threadlock. Press on the race supported by the receiving feature.,ASSUMPTION,ASM-51: record shaft journals/shoulders/span and free-rotation baseline.,HOLD,
J-REA-006,ZR rear,rear,12.16,ASM-12,14 mm-ID metal spacer,left printed spacer,specified BOM bearing / press-fit part; no added fastener,Left Inboard stack uses 14 mm-ID metal sleeve before printed spacer [DOCUMENTED]; cut length TBD,square press fit against the correct race/shoulder,J-REA-005 rotates freely,"Slide/cut the left inboard metal sleeve first, then the printed spacer; do not omit or swap order.",arbor press or smooth-jaw vice + square drift; calipers,No screw torque or threadlock. Press on the race supported by the receiving feature.,DOCUMENTED,"ASM-12/51: record sleeve cut length, printed-spacer identity and axial endplay.",HOLD,ASSEMBLY_NOTES hardware list; E-05
J-REA-007,ZR rear,rear,12.17,ASM-12,14 mm-ID metal spacer,NewSpacerleft,specified BOM bearing / press-fit part; no added fastener,Left Outboard stack uses 14 mm-ID metal sleeve before printed spacer [DOCUMENTED]; cut length TBD,square press fit against the correct race/shoulder,J-REA-005 rotates freely,"Slide/cut the left outboard metal sleeve first, then the printed spacer; do not omit or swap order.",arbor press or smooth-jaw vice + square drift; calipers,No screw torque or threadlock. Press on the race supported by the receiving feature.,DOCUMENTED,"ASM-12/51: record sleeve cut length, printed-spacer identity and axial endplay.",HOLD,ASSEMBLY_NOTES hardware list; E-05
J-REA-008,ZR rear,rear,12.18,ASM-12,14 mm-ID metal spacer,right printed spacer,specified BOM bearing / press-fit part; no added fastener,Right Inboard stack uses 14 mm-ID metal sleeve before printed spacer [DOCUMENTED]; cut length TBD,square press fit against the correct race/shoulder,J-REA-005 rotates freely,"Slide/cut the right inboard metal sleeve first, then the printed spacer; do not omit or swap order.",arbor press or smooth-jaw vice + square drift; calipers,No screw torque or threadlock. Press on the race supported by the receiving feature.,DOCUMENTED,"ASM-12/51: record sleeve cut length, printed-spacer identity and axial endplay.",HOLD,ASSEMBLY_NOTES hardware list; E-05
J-REA-009,ZR rear,rear,12.19,ASM-12,14 mm-ID metal spacer,NewSpacerright,specified BOM bearing / press-fit part; no added fastener,Right Outboard stack uses 14 mm-ID metal sleeve before printed spacer [DOCUMENTED]; cut length TBD,square press fit against the correct race/shoulder,J-REA-005 rotates freely,"Slide/cut the right outboard metal sleeve first, then the printed spacer; do not omit or swap order.",arbor press or smooth-jaw vice + square drift; calipers,No screw torque or threadlock. Press on the race supported by the receiving feature.,DOCUMENTED,"ASM-12/51: record sleeve cut length, printed-spacer identity and axial endplay.",HOLD,ASSEMBLY_NOTES hardware list; E-05
J-REA-010,ZR rear,rear,12.2,ASM-12,belt-set axle pulley,belt-set output shaft,belt-drive set + 140 mm belt; included pulley hardware only,Belt-set pulley bore/retention and shaft flat/key are unmeasured [ASSUMPTION],belt captured by pulley flanges and installed tension; no added keeper invented,J-REA-005…009 dry stack,Install the axle pulley using only its included hardware; align its belt plane before retention.,hex drivers matching included hardware + straightedge; turn shaft by hand,No numeric tension is documented. Set by the ASM-51 free-rotation check; threadlock only metal–metal screws.,ASSUMPTION,ASM-51: measure pulley bore/width/retainer and shaft feature; photograph retention.,HOLD,
J-REA-011,ZR rear,rear,12.21,ASM-12,75T 48P spur,belt-set axle pulley,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,75T spur ↔ belt-pulley bolt PCD/count/Ø is D-16 UNKNOWN; 48P/75T is DOCUMENTED,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,J-REA-010 located,Offer the 75T spur to the pulley without drilling or slotting; install BOM M3 screws only if every hole registers.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-51/D-16: caliper both PCDs, hole Ø/count and screw engagement; STOP on mismatch.",HOLD,
J-REA-012,ZR rear,rear,12.22,ASM-12,28T 48P pinion,Rocket 540 V3 motor,belt-drive set + 140 mm belt; included pulley hardware only,"28T pinion, 48P and 3.175 mm motor shaft DOCUMENTED; included set-screw thread/flat ASSUMPTION",belt captured by pulley flanges and installed tension; no added keeper invented,Motor out of mount,"Slide pinion onto the motor shaft, align its tooth plane to the spur and retain with the pinion's included set screw only.",hex drivers matching included hardware + straightedge; turn shaft by hand,No numeric tension is documented. Set by the ASM-51 free-rotation check; threadlock only metal–metal screws.,DOCUMENTED,"ASM-12/51: measure bore/shaft, confirm set-screw lands on a flat or document round-shaft retention.",READY,
J-REA-013,ZR rear,rear,12.23,ASM-12,Rocket 540 V3 motor,beltdrivemotorlock,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Motor face/lock M3 topology DOCUMENTED; Rocket 540 face pattern and bolt depth must be measured,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,J-REA-012 pinion loosely located,Bolt motor to beltdrivemotorlock with the shortest BOM M3 screws that fully engage without touching windings.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,ASM-12/51: measure face PCD/thread depth and record bolt length.,READY,
J-REA-014,ZR rear,rear,12.24,ASM-12,beltdrivemotorlock,2023 rear floor,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Donor motor-lock mounting topology DOCUMENTED; selected rear-stack receiver/bolt length ASSUMPTION,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,J-REA-013,Install motor/lock as one serviceable unit; leave mesh adjustment loose.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-12/51: record receiver holes, adjustment travel and service access.",READY,
J-REA-015,ZR rear,rear,12.25,ASM-12,140 mm belt,belt-set axle pulley,belt-drive set + 140 mm belt; included pulley hardware only,140 mm belt DOCUMENTED; pulley teeth/centres/tension unmeasured,belt captured by pulley flanges and installed tension; no added keeper invented,J-REA-010/014,Loop belt over both pulleys without prying across flange teeth; set alignment and tension by hand rotation.,hex drivers matching included hardware + straightedge; turn shaft by hand,No numeric tension is documented. Set by the ASM-51 free-rotation check; threadlock only metal–metal screws.,ASSUMPTION,"ASM-51: record tooth counts, belt width, centre distance and free rotation.",HOLD,
J-REA-016,ZR rear,rear,12.26,ASM-12,28T 48P pinion,75T 48P spur,belt-drive set + 140 mm belt; included pulley hardware only,28T↔75T 48P mesh DOCUMENTED; backlash and installed centre distance physical,belt captured by pulley flanges and installed tension; no added keeper invented,J-REA-011…015,"Use a paper/blue-check mesh setup, tighten the motor lock gradually, and rotate through a full spur revolution.",hex drivers matching included hardware + straightedge; turn shaft by hand,No numeric tension is documented. Set by the ASM-51 free-rotation check; threadlock only metal–metal screws.,DOCUMENTED,ASM-12/51: record backlash/blue pattern and any tight spot; no powered test.,READY,
J-REA-017,ZR rear,rear,12.47,ASM-12,F104 tyreslot1 tighter,rear F104 rim,no added BOM fastener; printed clip/pocket/strap feature only,Left tighter tyreslot1/2 keyed rim interface VERIFIED as mesh; required quantity 1-vs-2 per side unresolved,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",D-23 quantity check,Dry-seat both candidate tyreslot pieces in the left rear rim and retain only the confirmed required set.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,ASM-12/D-23: record left adapter quantity/orientation and play.,HOLD,
J-REA-018,ZR rear,rear,12.48,ASM-12,F104 tyreslot1 tighter,rear F104 rim,no added BOM fastener; printed clip/pocket/strap feature only,Right tighter tyreslot1/2 keyed rim interface VERIFIED as mesh; required quantity 1-vs-2 per side unresolved,"clip, pocket or strap retention; exact secondary restraint remains ASSUMPTION",D-23 quantity check,Dry-seat both candidate tyreslot pieces in the right rear rim and retain only the confirmed required set.,hands + calipers; trim tool only after a recorded fit check,"No torque/threadlock. Tug-test without loading wires, U.FL, PCB, or component leads.",ASSUMPTION,ASM-12/D-23: record right adapter quantity/orientation and play.,HOLD,
J-REA-019,ZR rear,rear,12.57,ASM-12,F104 tyreslot2 tighter,belt-set output shaft,M4 bolt / M4 threaded element from listed steering or belt-drive hardware; exact form noted in interface,Drawing [7] specifies M4 bolt through tyreslot into axle; axle internal thread/depth unmeasured,threaded retention; nut/axle internal thread only if physically present,J-REA-017; shaft end present,Insert the left rear wheel/adapter stack and hand-start its M4 retention only after axle thread is identified.,matching hex driver/spanner; calipers,Do not force printed threads. Low-strength threadlock only metal–metal after free-motion check.,DOCUMENTED,ASM-12/51: measure left axle thread/depth and select exact M4 bolt without bottoming.,READY,
J-REA-020,ZR rear,rear,12.58,ASM-12,F104 tyreslot2 tighter,belt-set output shaft,M4 bolt / M4 threaded element from listed steering or belt-drive hardware; exact form noted in interface,Drawing [7] specifies M4 bolt through tyreslot into axle; axle internal thread/depth unmeasured,threaded retention; nut/axle internal thread only if physically present,J-REA-018; shaft end present,Insert the right rear wheel/adapter stack and hand-start its M4 retention only after axle thread is identified.,matching hex driver/spanner; calipers,Do not force printed threads. Low-strength threadlock only metal–metal after free-motion check.,DOCUMENTED,ASM-12/51: measure right axle thread/depth and select exact M4 bolt without bottoming.,READY,
J-REA-021,ZR rear,rear,12.67,ASM-12,rear locking nut,rear F104 rim,M4 bolt / M4 threaded element from listed steering or belt-drive hardware; exact form noted in interface,Printed rear locking nut is present but its role/thread relative to drawing-[7] M4 axle bolt is unresolved,threaded retention; nut/axle internal thread only if physically present,J-REA-019,Do not install the left printed locknut until ASM-51 proves whether it is required in the selected wheel stack.,matching hex driver/spanner; calipers,Do not force printed threads. Low-strength threadlock only metal–metal after free-motion check.,ASSUMPTION,ASM-51: identify left locknut role; mark OMIT if the M4 axle bolt supersedes it.,HOLD,
J-REA-022,ZR rear,rear,12.68,ASM-12,rear locking nut,rear F104 rim,M4 bolt / M4 threaded element from listed steering or belt-drive hardware; exact form noted in interface,Printed rear locking nut is present but its role/thread relative to drawing-[7] M4 axle bolt is unresolved,threaded retention; nut/axle internal thread only if physically present,J-REA-020,Do not install the right printed locknut until ASM-51 proves whether it is required in the selected wheel stack.,matching hex driver/spanner; calipers,Do not force printed threads. Low-strength threadlock only metal–metal after free-motion check.,ASSUMPTION,ASM-51: identify right locknut role; mark OMIT if the M4 axle bolt supersedes it.,HOLD,
J-REA-023,ZR rear,rear,12.77,ASM-12,Tamiya F104 rear tyre,rear F104 rim,hardware not selected / still in transit; no substitute authorized,Tamiya F104 rear bead DOCUMENTED; actual fit/bond interface unmeasured,DEFER — retention cannot be chosen before the named real part is measured,Tyres physically present and adapter quantity closed,"DEFER the left tyre bond; dry-seat, measure runout, then use only the documented BOM-v2 tyre bond.",calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,ASM-12/56: record left bead/runout and bond method.,DEFER,
J-REA-024,ZR rear,rear,12.78,ASM-12,Tamiya F104 rear tyre,rear F104 rim,hardware not selected / still in transit; no substitute authorized,Tamiya F104 rear bead DOCUMENTED; actual fit/bond interface unmeasured,DEFER — retention cannot be chosen before the named real part is measured,Tyres physically present and adapter quantity closed,"DEFER the right tyre bond; dry-seat, measure runout, then use only the documented BOM-v2 tyre bond.",calipers first; installation tool is selected only after hardware identity closes,"No torque, bonding, drilling or threadlock while DEFERRED.",ASSUMPTION,ASM-12/56: record right bead/runout and bond method.,DEFER,
J-LGT-002,ZL light,lighting,13.01,ASM-13,rearbacklightdiffuser,preferred 2021 DRS rear wing,M3 bolt from 8/10/12/20/30 mm BOM kit + M3 nut where through; exact length ASSUMPTION,Rear light diffuser sits in selected rear stack [DOCUMENTED]; mounting hole/clip and stack path unresolved,screw; captive/standard nut where the drawing shows a slot; no insert unless this row names one,Gate A/B rear stack chosen; H-08 laid first,Install diffuser/lens only after the tail harness is in its channel; keep lens unpainted and removable.,matching 1.5/2/2.5 mm hex driver + nut driver; confirm supplied head,Plastic: snug only. Metal–metal: low-strength threadlock after dry fit. No numeric torque is documented.,ASSUMPTION,"ASM-13/55: record receiver feature, hardware/clip and pull-through service.",HOLD,
J-PWR-001,ZP power,power,14.01,ASM-14,PS-01 battery tray (DIAG-CAD),2023 front floor,M3×8 bolt from BOM kit + mapped floor slot nut,PS-01 DIAG-CAD feet + mapped floor M3 feature/clamp; final station ASSUMPTION,screw into captive floor nut; reversible,J-FLR complete; D-27 occupancy checked,Install the diagnostic tray with M3×8 at the mapped shared/free feature and its reversible clamp foot; do not drill donor floor.,matching hex driver + nut driver if the captive nut is not yet seated,Snug only against printed support. Threadlock only if both engaged threads are metal.,ASSUMPTION,"ASM-14/50: record exact floor feature(s), clamp engagement and pull-off test.",HOLD,K PS-01/K.3
J-PWR-003,ZP power,power,14.02,ASM-14,PS-03 UBEC shelf (DIAG-CAD),2023 rear floor,M3×8 bolt from BOM kit + mapped floor slot nut,PS-03 DIAG-CAD uses one verified right-side M3 feature plus reversible clamp [ASSUMPTION final],screw into captive floor nut; reversible,D-27 occupancy,Install shelf low on DAT-F with M3×8 at the verified feature and the reversible clamp; keep both rail lanes separate.,matching hex driver + nut driver if the captive nut is not yet seated,Snug only against printed support. Threadlock only if both engaged threads are metal.,ASSUMPTION,ASM-14: identify donor/shared screw and perform pull-off/flatness check.,HOLD,K PS-03/K.3
